TYPE_TRANSACTION_ID;ID_REMAX;TYPE_IMMEUBLE;TYPE_TRANSACTION;VENTE_LOCATION
309;27855140;maison;à un étage et demi;à vendre
310;15411641;maison;de plain-pied 
;à vendre
311;18388666;appartement;;à vendre
312;14746798;maison;à étages;à vendre
313;28167034;maison;de plain-pied 
;à vendre
314;17950250;maison;à étages;à vendre
315;16638031;maison;de plain-pied 
;à vendre
316;11167789;maison;à étages;à vendre
317;15927377;appartement;à vendre;à louer
318;16743824;maison;de plain-pied 
;à vendre
319;13530821;maison;de plain-pied 
;à vendre
320;15117093;maison;à étages;à vendre
321;20218583;maison;à étages;à vendre
322;20161492;appartement;;à vendre
323;14147614;appartement;;à vendre
325;28476565;maison;de plain-pied 
;à vendre
326;26971728;maison;de plain-pied 
;à vendre
327;17112386;appartement;;à vendre
328;20893776;appartement;;à vendre
329;16346432;appartement;;à vendre
330;10541237;appartement;;à vendre
331;11447817;appartement;;à vendre
332;28689972;appartement;;à vendre
333;13597902;appartement;;à vendre
334;18551958;appartement;;à vendre
335;11029723;maison;de plain-pied 
;à vendre
336;24468454;appartement;;à vendre
337;12202600;appartement;;à vendre
338;24041710;maison;à paliers multiples;à vendre
339;11044970;maison;à étages;à vendre
341;23223261;maison;de plain-pied 
;à vendre
342;12839632;appartement;;à vendre
260;19974143;maison;à paliers multiples;à vendre
351;20316214;maison;à étages;à louer
71;27695312;appartement;;à vendre
72;25562646;chalet;;à vendre
73;24504347;maison;à un étage et demi;à vendre
74;23905518;maison;à étages;à vendre
352;16294314;maison;à étages;à vendre
353;16096792;maison;de plain-pied 
;à vendre
354;14111309;appartement;;à vendre
355;14013669;maison;de plain-pied 
;à vendre
356;11804949;maison;de plain-pied 
;à vendre
357;11584690;maison;de plain-pied 
;à vendre
75;23573928;appartement;;à vendre
76;22717879;maison;de plain-pied 
;à vendre
358;11006181;maison;à étages;à vendre
359;10314623;appartement;;à vendre
360;10240384;appartement;;à vendre
361;10119754;maison;à étages;à vendre
363;19292491;maison;à étages;à vendre
364;23821004;maison;de plain-pied 
;à vendre
365;17000369;appartement;;à vendre
366;27956713;appartement;;à vendre
367;23544705;maison;à étages;à vendre
368;11001504;maison;à étages;à vendre
369;25929848;appartement;;à vendre
370;17946690;maison;de plain-pied 
;à vendre
1311;22681605;maison;de plain-pied 
;à vendre
2719;24947462;maison;à étages;à vendre
1313;12138258;appartement;;à vendre
1314;22954561;maison;à étages;à vendre
1315;23202428;maison;de plain-pied 
;à vendre
1316;19245087;appartement;;à vendre
1317;17985651;maison;à étages;à vendre
1318;20926687;appartement;;à vendre
1319;26407355;appartement;;à vendre
1320;23631295;maison;à étages;à vendre
1321;23812445;appartement;;à louer
1322;25648815;maison;de plain-pied 
;à vendre
2720;14940941;maison;à étages;à vendre
379;12661717;maison;à étages;à vendre
380;14156669;maison;à étages;à vendre
381;18020049;appartement;;à louer
382;12423492;maison;de plain-pied 
;à vendre
385;12933253;maison;de plain-pied 
;à vendre
77;18635892;maison;de plain-pied 
;à vendre
78;16496436;maison;à étages;à vendre
136;28494223;appartement;;à louer
137;27777739;maison;de plain-pied 
;à vendre
138;27271017;maison;à étages;à vendre
139;26861233;maison;à étages;à vendre
140;23378298;maison;de plain-pied 
;à vendre
141;23161384;appartement;;à vendre
142;22174598;maison;de plain-pied 
;à vendre
143;20628129;maison;de plain-pied 
;à vendre
144;17569112;appartement;;à vendre
145;13216164;maison;de plain-pied 
;à vendre
147;13469831;maison;de plain-pied 
;à vendre
148;21281082;appartement;;à louer
149;18993519;maison;de plain-pied 
;à vendre
150;26327498;maison;de plain-pied 
;à vendre
151;9515501;maison;de plain-pied 
;à vendre
152;25854126;maison;à étages;à vendre
153;18880929;maison;à étages;à vendre
473;21993635;maison;à étages;à vendre
474;24236353;appartement;;à vendre
475;24096226;maison;de plain-pied 
;à vendre
1324;24606152;maison;à étages;à vendre
1325;11560320;maison;de plain-pied 
;à vendre
1327;20600620;appartement;;à louer
1328;22135741;maison;de plain-pied 
;à vendre
1330;15119422;maison;de plain-pied 
;à vendre
1331;15340873;maison;de plain-pied 
;à vendre
1332;15051751;maison;de plain-pied 
;à vendre
1333;13362391;maison;de plain-pied 
;à vendre
1334;23703975;maison;de plain-pied 
;à vendre
1335;27789085;maison;à un étage et demi;à vendre
2721;18201529;maison;de plain-pied 
;à vendre
1337;27712447;maison;de plain-pied 
;à vendre
1338;12260842;appartement;;à vendre
1339;18458351;appartement;;à vendre
1340;21704375;maison;à étages;à vendre
1341;9999174;maison;de plain-pied 
;à vendre
387;13801222;appartement;;à vendre
388;22489034;appartement;;à louer
389;24747850;maison;de plain-pied 
;à vendre
390;14273842;maison;à étages;à vendre
392;26355392;maison;à un étage et demi;à vendre
393;16529290;appartement;;à louer
394;22289560;maison;de plain-pied 
;à vendre
395;24010640;maison;de plain-pied 
;à vendre
396;26185127;maison;à étages;à vendre
398;19198357;maison mobile;;à vendre
399;28849686;maison;à un étage et demi;à vendre
400;28165175;maison;de plain-pied 
;à vendre
401;28157900;appartement;;à vendre
402;27964672;maison;de plain-pied 
;à vendre
403;25060518;maison;à étages;à louer
404;23885796;maison;à étages;à vendre
405;22767845;maison;à un étage et demi;à vendre
406;22652419;maison;à étages;à vendre
2670;21599793;maison;de plain-pied 
;à vendre
1530;20264311;maison;de plain-pied 
;à vendre
1326;13904075;maison;à étages;à vendre
1529;20242718;maison;à étages;à vendre
1903;28960017;autre;;à vendre
1532;25841850;maison;de plain-pied 
;à vendre
1527;24938857;appartement;;à vendre
437;24951333;maison;à un étage et demi;à vendre
438;22723177;appartement;;à vendre
439;22882589;appartement;;à vendre
440;27780344;maison;de plain-pied 
;à vendre
441;13979205;appartement;;à vendre
442;18540678;appartement;;à louer
443;15062727;maison;à étages;à vendre
444;23517809;appartement;;à vendre
445;18470944;maison;à étages;à vendre
446;16029989;appartement;;à louer
447;27082609;maison;à étages;à vendre
448;14788671;appartement;;à louer
449;9261648;maison;à un étage et demi;à louer
451;14844876;maison;de plain-pied 
;à vendre
452;23940986;maison;à étages;à vendre
453;20393800;maison;à étages;à vendre
454;17041719;appartement;;à vendre
455;12122657;maison;à étages;à vendre
458;28287185;appartement;;à vendre
154;20835389;maison;à paliers multiples;à vendre
205;15860571;maison;de plain-pied 
;à vendre
206;23762743;appartement;;à vendre
207;21959477;maison;à étages;à vendre
459;11837342;maison;à étages;à vendre
463;25307408;appartement;;à vendre
466;13081553;appartement;;à vendre
462;21205647;maison mobile;;à vendre
464;26899585;appartement;;à vendre
465;28326813;maison;à étages;à vendre
542;14308798;maison;de plain-pied 
;à vendre
1353;18699433;maison;à étages;à vendre
1354;14529748;maison;à étages;à vendre
1355;20046166;maison;de plain-pied 
;à vendre
1356;28486105;maison;à étages;à vendre
1357;28194021;appartement;;à vendre
1359;16874963;maison;de plain-pied 
;à louer
208;16132691;maison;à un étage et demi;à vendre
2671;20034898;maison;de plain-pied 
;à vendre
2672;15091887;maison;de plain-pied 
;à vendre
1650;16913942;maison;à étages;à vendre
1651;25995093;maison;à étages;à vendre
1652;19750211;maison;de plain-pied 
;à vendre
1653;24735873;appartement;;à vendre
1654;14571739;appartement;;à vendre
531;21096427;appartement;;à vendre
1360;12078860;maison;à étages;à louer
1656;28837883;appartement;;à vendre
1361;24298599;appartement;;à vendre
1657;9777731;maison;à étages;à vendre
1667;25827473;maison;à étages;à vendre
209;12696684;maison;de plain-pied 
;à vendre
210;24355806;maison;à étages;à vendre
211;27238520;appartement;;à vendre
212;19064650;maison;à étages;à vendre
1336;25226279;maison;de plain-pied 
;à vendre
1496;26270824;maison;à paliers multiples;à vendre
2330;28408779;maison;de plain-pied 
;à vendre
2331;9577739;maison;de plain-pied 
;à vendre
2332;11944520;maison;de plain-pied 
;à vendre
2333;28050165;maison;de plain-pied 
;à vendre
2334;13730104;maison;de plain-pied 
;à vendre
2335;18759966;maison;de plain-pied 
;à vendre
2336;22036868;maison;de plain-pied 
;à vendre
2337;15524925;maison;de plain-pied 
;à vendre
2338;19320851;maison;de plain-pied 
;à vendre
2339;13385777;maison;de plain-pied 
;à vendre
2340;21331441;maison mobile;;à vendre
2341;10159741;maison;de plain-pied 
;à vendre
2342;12335772;maison;de plain-pied 
;à vendre
2343;25428477;maison;de plain-pied 
;à vendre
230;19580381;maison;à étages;à vendre
497;18392574;maison;à étages;à vendre
498;15485956;maison;de plain-pied 
;à vendre
499;14172226;maison;à un étage et demi;à vendre
500;23021197;maison;à paliers multiples;à vendre
502;25526986;maison;de plain-pied 
;à vendre
503;21245203;appartement;;à vendre
504;17766459;appartement;;à vendre
505;24882360;appartement;;à vendre
655;19602290;maison;à un étage et demi;à vendre
657;23727190;maison;de plain-pied 
;à vendre
658;27620764;appartement;;à vendre
659;12378406;maison;de plain-pied 
;à vendre
660;11854132;appartement;;à vendre
661;9756375;maison;de plain-pied 
;à vendre
662;22844482;appartement;;à vendre
