CARACTERISTIQUES_PRINCIPALES_ID;ID_REMAX;SUPERFICIE_TERRAIN;NOMBRE_PIECES;ANNEE_CONSTRUCTION
2033;26350311;16566;12;1964
2036;16705282;5789;10;1963
2037;20961218;54023;10;2016
2038;16248330;25311;12;1982
2040;27405663;3682562;10;1940
1273;20827312;8254;17;2002
1223;17457761;53100;12;
1228;9744225;81971;12;1978
2041;23801961;9212;14;1985
2042;11938098;8806709;8;1957
2043;12045747;104653;10;
2044;28471862;56294;5;
2045;28924094;6730;6;1973
2046;16737651;4660;6;1980
2047;11999802;37986;12;1995
2048;28773543;493068;14;1981
2049;18312582;6190;10;1978
2050;9180189;14000;9;1972
2051;12519339;3740;7;1974
1982;16942315;0;7;1984
1984;13816875;6059;10;1963
1976;28904545;6592;9;2009
1979;14495549;0;13;1986
1980;15634697;0;7;2009
1983;12028352;9324;10;1986
2034;24094618;31602;8;1931
2035;19063386;9148;7;1910
2030;24247066;9000;9;1995
1997;18856856;78407;7;1982
2000;20419236;22602;4;1960
2005;14995650;8660;9;1948
2010;21024245;11400;8;
2012;24918468;20300;10;
2052;27654960;7000;10;1962
2053;12667606;15786;16;
2054;23259898;5715;10;1969
2055;28873250;8500;11;1977
2056;24552554;5000;9;1944
2057;26045968;30805;8;1995
2058;12848729;4265;6;1975
2059;28783401;99961;8;
2060;26068498;13625;12;1972
2061;10866048;33980;5;1997
2062;20783633;32311;6;1973
2063;28014980;7000;8;1958
2064;20580619;11811;13;1970
2065;19893534;5000;7;1938
2066;11760897;4500;8;1973
2067;16174787;6000;13;1967
2068;18384805;42586;14;1991
2069;13463152;19500;16;1973
2070;11033238;6600;9;1974
2071;11569038;8000;14;1966
2072;25818551;0;10;
2073;26332974;86337;10;1984
2074;9655379;9295;12;1946
2075;23669546;35822;12;1996
2076;15520553;30000;10;1974
2077;16030259;38323;11;1989
2078;9555288;15566;5;
2079;20040060;6358;11;1981
2080;14429330;8251;11;1976
2081;27702633;9000;5;1972
2082;21598235;5983;11;1980
2083;23720634;53820;8;1951
2084;20023394;5000;10;1949
2085;20256737;34460;11;2006
2086;26003801;7000;7;1960
2087;16854873;12402;8;1981
2088;9047507;4118;9;1967
2089;11676136;7000;8;
2090;16825309;12749;5;1970
2091;22656518;45189;7;1942
2092;13159340;16247;8;
2093;28385623;5844;5;1972
2094;24167575;7087;9;1987
2095;20080858;9956;14;1991
2096;17559136;6035;10;1975
2097;21098542;28721342;9;1992
2098;12802604;5400;13;1987
2099;25848056;6554;11;1985
2100;12421326;37245;4;1982
2101;28347205;57713;11;
2102;21089595;41300;5;1980
2103;27575640;11904;5;
2104;16179721;229305;11;1987
2105;9532270;113904;7;
2106;13170242;8087;15;2003
2107;24794353;6494;6;
2108;24209150;5465;6;1947
2109;27254928;8500;10;1930
2110;25927455;9740;10;1946
2111;26832140;7330;12;1978
2112;10832947;83008;5;
2113;14534858;6749;10;
2114;27236613;7385;6;1977
2115;12995289;7337;11;1967
2116;14168955;9343;11;1930
2117;18398014;0;10;1988
2118;23073222;4281;9;1955
2119;9996095;4314;11;
2120;22359420;10464;8;1988
2121;27616788;4571894;8;
2122;14670060;13132;12;1991
2123;23394770;66464;12;2013
2124;21159029;6746;16;1960
2125;13434613;9196;15;
2126;20491266;9000;10;
2127;14210148;13438;8;1960
2128;11486481;4475845;12;1978
2129;27846120;9851;7;
2130;17638600;24008;9;1965
2131;11362404;14410;9;1953
2132;13368194;218858;8;1933
2133;19496931;49665;12;1993
2134;18017113;7285;9;2011
2135;27323499;89;2;1975
2136;18339291;4843760;12;2010
2137;13098122;5664;13;
2138;12476272;14198;11;1980
2139;22466567;8622;11;2000
2140;15538489;42271;10;1979
2141;14996031;126874;7;1980
2142;21011996;14359;10;1951
2143;24380567;10250;15;1900
2144;23068468;128;3;1975
2145;10173173;7498;9;1983
2146;24896789;11810;7;1901
2147;25757945;6268;12;1996
2148;27316436;21452;6;
2149;10278249;3369;9;1968
2150;25093515;8086;18;1968
2151;16252546;13250;6;
2152;11048528;3605;7;1984
2153;22683552;10004384;11;
1002;13390216;20193;9;1890
2154;12717376;15510;11;2013
2155;16776061;14184;14;1926
2156;21849928;0;7;2006
2157;26304662;6207;8;1952
2158;22431068;7325;12;1976
2159;21956933;22525;14;1920
2160;21386445;0;10;1992
2161;13383495;43056;9;
2162;26215837;5609;11;1934
2163;13550787;9848;9;1875
2164;21526744;6468;8;
2165;12435113;4101;11;2010
2166;16742889;17847;11;1985
2167;17983109;0;6;1975
2168;27822517;5000;11;1990
2169;13606354;21965;10;
2170;27355070;1947;7;1995
2171;26331022;11887;8;1956
2172;28248718;33124;6;1977
2173;15774929;53820;7;1946
2174;21946474;12719;9;2012
2175;13628009;5696;6;1964
2176;9533238;0;10;1980
2177;20700822;5000;12;2003
2178;10625293;11897;13;2013
2179;20802189;18107;9;1980
2180;21837948;17308;14;1958
2181;13607549;20000;7;2015
2182;13175935;11708;12;1983
2183;24402754;11397;13;1975
2184;21956215;9784;13;1994
2185;19515028;10287;8;1979
2186;11651852;49355;7;1967
2187;26585899;7291;13;1987
2188;21626870;14252;7;
2189;27403238;39762;9;1979
2190;20200818;6309;8;1940
2191;25829059;14470;9;1972
2192;18770388;6374;11;1998
2193;26557919;13021;5;1974
2194;13365253;52670;8;1878
2195;24215998;6419;16;1988
2196;17556676;9907;14;1974
2197;23521974;18646;12;2003
2198;18478922;15525;10;1980
2199;11436410;43067;8;2012
2200;13889159;5225;9;
2201;17594966;7530;12;1973
2202;15930413;2800;8;2006
2203;9736395;10560;12;1978
2204;26288880;8577;11;2019
2205;14120757;13175;13;2009
2206;24152211;10940;13;1969
2207;14742148;86808;13;2014
2208;25537142;4844;12;2015
2209;11060317;3978;1;1925
2210;27814224;21816;5;1995
2211;13021886;5000;9;1940
2212;10800863;30713;9;1996
2213;21577781;7834;12;1999
2214;13482931;144688;9;1985
2215;9270413;3789;6;
2217;24060267;3661;6;
2219;24309751;3702;6;
2220;24663807;3789;6;
2221;22715986;8902;11;2008
2223;12417847;3789;6;
2224;24333439;10000;11;1965
2226;13836233;7525;9;1975
2227;24825574;2367;10;
2228;20451238;2256097;6;
2229;14130550;5504;6;
2231;12515736;40683;11;1965
2232;25188774;3070;14;
2233;22307963;32292;12;2013
2236;26471457;5438;9;
2239;14220655;9334;10;1880
2216;19989557;1013;10;2007
2225;28066235;4683;12;1990
2230;27627526;4500;7;1974
2234;20691604;2360;9;2004
2237;14965584;6788;10;2015
2244;9964636;5701;11;1992
2245;9516246;33671;11;1976
2246;28602494;8719;10;2000
2249;16692145;4230;6;
2250;28667492;33000;7;2014
2251;22641288;9416;17;2008
2252;23552304;2420;10;
2253;17570518;2389;10;
2254;16758049;90918;9;2011
2255;15460149;34904;10;
2259;22660274;9000;9;1958
2260;27830979;3789;6;
2262;12189641;68698;9;1993
2263;28931912;12000;7;1984
2266;24720780;18396;20;1972
2267;24404621;4983;10;
2269;26305644;7200;11;1970
2270;18759966;5845;7;1969
2271;11192619;12247;14;1994
2272;24711291;7685;10;1964
2273;12752065;18125;4;1961
2274;15170287;8136;13;1967
2275;20708786;0;6;2011
2276;16926737;5041;12;1956
2277;14135106;5682;12;1865
2278;19430206;6538;14;1974
2279;9577739;5561;13;1957
2280;23681267;8448;9;2011
2281;16253927;3742;5;1977
2282;17947406;19488;6;1900
2283;12335772;13993;6;1958
2284;22791033;8075;9;1945
2285;10424247;12390;10;1950
2286;27225520;5455;10;1963
2287;20974320;3521;11;1973
2288;20840079;9188;11;1990
2289;21331441;4500;9;1974
2290;28901389;3510;12;1937
2291;19320851;8449;10;1957
2292;9739308;6768;13;1976
2293;13503351;6885;6;1980
2294;17880235;5896;14;1972
2295;10737053;8712;15;2010
2296;20274422;59697;10;1970
2297;17267266;16433;7;1966
2298;15239200;6650;11;1973
2299;17041614;18835;12;1979
2300;17456071;8226;14;1964
2301;20024830;7500;5;1961
2302;15524925;7452;17;1969
2303;26103775;9542;9;1963
2304;27972606;10000;3;1979
2305;10268104;20000;6;1976
2306;22036868;7879;12;1961
2307;9369819;6200;11;1986
2308;28253817;28358;9;2000
2309;28050165;5490;12;1978
2310;21002908;6547;11;1974
2311;16306853;28632;13;2003
2312;16553634;8366;9;2010
2313;19157184;4155;11;1979
2314;18126064;8160;11;1959
2315;10159741;68225;6;1956
2316;13730104;33255;9;1995
2317;25793639;8678;9;1965
2318;26628199;26572;7;1968
2319;14387624;7913;14;1986
2320;15100309;8846;14;1954
2321;11583941;6300;12;1986
2322;26270824;14416;10;1993
2323;25428477;25258;9;1973
2324;28408779;5435;13;1966
2325;25434239;59917;11;1992
2326;11514580;16580;14;1976
2327;13385777;5415;11;1974
2328;11944520;401548;13;1996
170;27935337;2457;6;1990
102;16679095;3672;7;1979
178;16432692;5694;12;1940
2329;15398507;50907;10;2005
2330;15773553;819;11;1986
2331;16652668;36960;5;1975
2332;16413432;18911;15;1964
2333;15580910;185855;10;1961
2241;20569861;49200;13;1987
2242;27938923;7931;9;1920
2243;13264136;6948;14;1977
2248;26387551;5592;10;2011
2261;14469042;5300;12;2003
2264;27678295;6050;14;1903
2334;16386942;34003;9;2013
2335;15301997;1133439;13;
2336;15810295;13887;11;1965
2337;14224593;27857;15;1977
2338;18883372;4015;8;1952
2339;16619762;66621;19;2018
2340;27762099;22620;9;1927
2341;19117621;19995;9;2008
2342;12289708;5723;10;1938
2343;27422523;184393;21;2012
2344;21129176;12226;12;1967
2345;17961481;13326;10;1977
2346;16662115;8728;12;1932
2347;15964653;29166;12;1978
2348;22099407;38293;14;1962
2349;10016701;26331;9;
2350;12419739;140485;7;1995
2351;9493817;237577;11;1997
2352;24627547;46404;12;2011
2353;24187329;18082;14;1978
2354;24264003;12163;9;1970
2355;20136834;25407;15;1955
2356;12561292;0;11;1970
2357;11736832;25628;10;1967
2358;15278298;95579;9;1916
2359;19474335;261191;12;1979
2360;27312151;4420;7;1950
2361;21638514;10042;12;1977
2362;20926854;9967;11;1956
2363;10563099;2160;8;1939
2364;21592844;17687;10;1988
2365;26703057;4984;10;1920
2366;24330164;724650;16;1993
2367;18049881;49591;6;2010
2368;19595239;6000;5;
2369;24993325;30818;17;1980
2370;18835150;42412;15;1945
2371;22602890;40695;6;2005
2372;16028960;43630;9;1947
2373;12843030;12356;9;1961
2374;27030731;79128;14;2009
2375;16341536;43281;7;1985
2376;25712337;8063;6;
2377;23470651;24526;12;1975
2378;9881288;7449;8;1886
2379;19409224;0;9;
2380;27018362;8176;11;1949
2381;23374474;5199;6;1916
2382;12474700;397;11;1910
2383;12105676;16035;13;1980
2384;24158471;4162870;19;
2385;17851368;16776;15;1987
2386;18731362;118612;9;1940
2387;23487385;67090;14;1935
2388;15681893;8455;14;
2389;26550302;6900;11;1959
2390;26860820;7104;8;
2391;23711463;8271;16;2008
2392;9675292;44200;11;2012
2393;13253084;9571;16;2003
2394;11054513;5720;10;1990
2395;26138773;15001;5;1976
2396;28680469;6600;11;1992
2397;13332463;0;5;2009
2398;25379371;15030;8;1990
2399;19970714;32317;8;2008
2400;23489736;8030;15;1986
2401;21676797;7263;11;2012
2403;19656210;6137;14;1991
2404;15423186;0;8;1963
2405;19216799;5164;12;2005
2407;19654800;20014;12;1986
2408;26398766;13431;7;1970
2409;22926109;10540;13;1982
2410;11776881;1355822;5;1992
2411;19693928;98057;7;1976
2412;22828437;0;8;2018
2413;25293517;0;5;1989
2414;15294008;4921;8;1992
2415;21515163;4844;10;1995
2416;16868953;3612;13;2019
2417;27605884;3346;9;2017
2418;23400633;8913;11;1977
2419;20598247;4050;15;1989
2420;25824085;22300;13;1955
2421;9258732;29394;13;1854
2422;24234519;5586;11;2015
2423;24331419;6026;8;1979
2424;22407459;0;13;2018
2425;17732728;0;6;1974
2427;14540454;6477;8;1991
2428;20906049;8347;18;1976
2429;18378214;6030;8;1970
2430;19118002;12229;17;2018
2431;15473557;8017;11;2004
2432;23858805;1657;9;1988
2433;23730948;0;5;1986
2434;17986320;21416;10;1950
2435;9982491;3007;12;2018
2436;11204772;21378;15;1941
2437;28088764;2900;7;2002
2438;21866204;6000;9;1978
2439;17560732;4851;12;1947
2440;28813103;5220;12;1987
2441;9621516;13277;13;1992
2442;13967690;10027;18;2010
2443;12517020;2905;7;1943
2444;17189933;18012;20;1996
2445;10111919;8069;14;2006
2446;15115219;5882;10;1987
2447;14426597;0;11;2004
2448;17410610;6605;15;2010
2449;18528550;10050;10;1965
2450;28618122;4563;9;1988
2451;17822792;3820;12;2001
2452;11452030;3243;12;2005
2453;20603496;4876;9;1980
2454;13913346;0;10;2014
2455;18968182;0;10;2013
2456;10465404;14004;9;1991
2457;15906200;2740;14;2005
2458;20105794;95305;9;2015
2459;9423615;5791;10;1975
2460;17192946;0;7;2010
2461;19067092;0;6;2010
2462;11691983;0;6;2010
2402;18768041;1377;7;1990
2406;16426177;0;10;2015
1977;22919431;3877;13;2014
1978;22850689;2918;9;2010
2426;18048619;13252;16;2005
1985;22314414;9181;11;1990
1989;25400447;5000;8;1987
2463;24851323;7499;12;1969
2464;27937961;21094;12;1997
2465;12305215;8078;13;2007
2466;12301247;16999;11;1997
2467;18248464;10151;9;2006
2468;11958577;12186;11;1953
2469;10803119;9551;10;1990
2470;18629650;3809;6;2017
2471;24621669;1060;10;1992
2472;21290713;40956;9;1989
2473;16099051;160157;11;1980
2474;25315234;12103;10;1960
2475;23187648;23055;12;1948
2476;26730165;0;6;2013
2477;26724914;137843;4;1972
2478;27052341;1512;12;1998
2479;21873639;10803;12;1914
2480;24804305;41750;6;1983
2481;18554293;510046;14;1900
2482;11423233;34009;6;1985
2483;23849156;11999;16;1929
2484;27435410;0;9;2008
2485;21181687;6973;12;1967
2486;18199200;3736;11;1995
2487;27409812;203660;5;
2488;23299419;7989;10;1959
2489;21815925;2446;9;1984
2490;20496003;5026;16;1964
2491;24165708;3029;8;1990
2492;24655814;45004;11;2003
2493;15148505;18606;14;1987
2494;17693001;132472;15;1976
2495;14785448;5289;7;1950
2496;18694225;7500;12;1966
2497;16508084;28009;6;1974
2498;28393441;6238;10;1963
2499;21625755;7500;14;1961
2500;14447624;24270;12;1975
2501;20498016;9688;8;2004
2502;9072849;25573;15;2003
2503;10970108;16758;9;1974
2504;12823326;9674284;7;1970
2505;26277583;0;8;1986
2506;25354726;12451;12;1969
2507;15328270;7112;10;2002
2508;20335953;26387;12;
2509;24519070;12008;13;2007
2510;9858558;10879;11;1949
2511;16178459;27324;7;2014
2512;23347978;3564;10;1955
2513;24440987;5674;9;1988
2514;27778903;12643;11;1992
2515;28680516;0;10;1968
2516;13065910;6423;11;1952
2517;25557623;12823;6;1970
2518;22961324;44612;11;
2519;18630373;8540;10;1975
2520;25805043;29884;13;2012
2521;23051429;105691;8;1997
2522;16326791;21020;29;2015
2523;17496074;0;4;2010
2524;13697616;23000;12;1982
2525;12290876;5000;7;1952
2526;14090077;0;8;2006
2527;18701078;6000;12;1968
2528;12412726;87120;5;1950
2529;22023616;5834;12;2018
2530;19278005;4962;7;1992
2531;26146202;5038;14;1966
2532;28669987;19932;9;2019
2533;21548500;20101;9;2008
2534;25929763;3365;12;2013
2535;24573916;43280;10;1974
2536;20027418;7290;13;1960
2537;16290505;0;7;2004
2538;12830065;7550;12;2012
2539;15499230;6045;10;1978
2540;24420938;6894;10;1974
2541;13712537;4418;10;2014
2542;16118845;7359;18;1996
2543;27072976;64663;17;2004
2544;26065091;23180;10;2000
2545;25305676;160560;17;1978
2546;12377326;7988;12;1984
2547;17247572;6240;14;1979
2548;18335938;5550;7;1966
2549;16923351;14542;11;1954
2550;21853231;15095;15;1976
2551;9638775;4000;8;1993
2552;25036699;7709;12;1985
2553;20572628;5633;12;1989
2554;15628312;26288;8;1968
2555;28900047;0;7;1987
2556;11312726;4890;7;1951
2557;28005713;8494;9;1949
2558;13466289;4842;10;1999
2559;27330397;3413;9;1992
983;13743604;261360;7;1982
937;22798110;13075;6;2007
1987;16118670;14400;14;1934
1990;10030439;3599;8;1986
2560;11499693;8215;8;1977
2561;16196274;2430;6;1965
2562;23634509;7200;17;1965
2563;27093850;3589;9;1974
2564;14706440;3400;7;
2565;19709286;16912;10;1975
2566;14911727;6600;10;1982
2567;19492965;9591;12;1975
2568;24942448;4054;9;1974
2569;20422267;7914;13;1974
2570;18074147;7077;7;2003
2571;20985360;6720;15;1960
2572;20633891;6750;12;1972
2573;17846986;6000;12;1955
2574;27939126;29784;10;
2575;10143783;49159;16;1975
2576;27078755;12503;14;1970
2577;13012549;2771;10;1988
2578;9592084;1166;9;2004
2579;23008855;8519;9;1961
2580;17077261;9381;7;1975
2581;10607533;48428;9;1985
2582;19659323;2905;13;1995
2583;25620501;39826;11;1993
2584;19388081;1864;9;2016
2585;26909964;4908;12;2011
2586;18198019;260489;5;2004
2587;14046026;54886;19;2008
2588;26427187;3379;10;1989
2589;13635316;6394;17;2014
2590;17351853;43573;13;1975
2591;11329930;4941;13;2012
2592;14852805;3438;11;1997
2593;10828047;22075;16;2007
2594;16161885;3602;11;2003
2595;18565289;7050;8;1985
2596;18789288;1920;10;2010
2597;21455857;9250;11;1974
2598;10866333;5711;15;1991
2599;13122313;2668;8;1992
2600;24075309;5068;5;1974
2601;12307453;4817;14;2004
2602;27556322;5500;13;1956
2603;16453820;6173;11;1991
2604;13411718;4013;14;2003
2605;19170671;15642;6;1975
2606;19353064;13270;10;2002
2607;13290649;22650;12;2004
2608;15015603;6383;11;1991
2609;18956918;2514;13;2007
2610;16478754;9084;7;2011
2611;24946597;2415;12;2003
2612;23192762;2971;16;1993
2613;12666013;259182;9;2004
2614;23594550;20194;9;1885
2615;11701586;13950;6;1950
2616;12942628;23994;11;1954
2617;27549770;45609;6;
2618;16930669;86119;16;2008
2619;12185417;2774;9;2008
2620;10896343;4180;9;1985
2621;25151629;23230;13;1970
2622;14946706;10686;9;1958
2623;14440998;5900;10;1962
2624;11534165;3779;9;1942
2625;22940579;1986;8;2010
2626;16873726;7500;11;1967
1417;15529462;4519;13;1945
1441;22707350;1083;10;2004
1379;26049239;18304;5;1960
1389;9875583;8406;16;1953
1331;27110120;3816;9;1975
2628;28582449;17088;12;1970
2631;28482238;5890;9;1954
2635;17183128;7695;10;1978
2644;21158001;260340;7;1979
2652;13987101;0;8;
2655;25181518;7500;12;1973
2659;28325994;3645;9;1972
2660;15843628;10050;12;
2665;24614785;153357;14;2009
2668;17975787;7312;12;1974
2671;11773134;0;16;2007
707;9599355;4290;7;1978
2673;22602074;5820;12;1978
2674;22971607;1119;8;2010
2679;27314915;8886;13;2002
2682;15084678;1410;8;1993
2683;21550632;8492;9;1972
2684;21564448;7656;9;2012
2685;27037548;3249;7;2014
2686;18526830;0;6;2008
2629;10202269;32722;12;2008
2675;23052112;15233;15;2013
2638;12046504;9452;9;1967
2641;24187610;34445;14;2006
2647;25121351;46439;16;1998
2649;25620668;5084;12;1991
2676;16741826;5515;14;2004
2677;20072176;0;7;1990
2678;16511289;136058;10;1986
2654;16852042;5100;7;2011
2680;17235935;0;7;2015
2681;18915835;7083;6;2013
2666;24123398;3076;5;1992
2687;12750802;21700;16;2015
2688;19223988;43623;13;2011
2689;23336188;3872;9;2014
2690;11760530;7336;11;1955
2691;19941785;10061;13;1976
2692;18201529;5634;8;1971
2693;22312037;8034;7;2009
2694;21159811;696999;10;1995
2695;13877019;20176;14;1989
2696;26583109;5000;10;1987
2697;10978765;6542;8;1949
2698;21181864;1513;11;2015
2699;14940941;12140;10;1977
2700;24947462;14807;10;1990
2627;18714521;42124;13;1980
2630;25891073;0;13;2009
2632;15913312;655257;12;
2633;12222752;6454;9;1972
2634;28007863;3696;11;1983
2636;15350388;6880;12;1966
2637;20102828;15392;9;1940
2639;15389134;0;9;1930
2640;26400696;7399;13;1975
2642;22363512;77382;9;1966
2643;15653853;2942;10;1981
2645;11835648;1765;10;
2646;18272430;4418;6;2002
2648;16321856;1551;8;1983
2650;20002934;6280;5;1973
2651;11743227;5111;11;1990
2653;15091887;4254;6;1967
2656;12539887;4021;12;
2657;27923071;0;11;2008
2658;15848363;5707;15;1989
2661;20034898;6079;8;1975
2662;27681999;8710;7;1987
2663;24256028;0;12;1989
2664;9381217;15930;9;1975
2667;21599793;6676;15;2016
2669;27091302;6526;10;1970
2670;26764003;6938;12;1964
2672;24643462;6659;12;1976
2701;10329247;0;9;2011
2702;24719996;9430;7;
2703;17770378;14613;12;
2704;14459344;6882;13;2001
2705;23904992;10000;12;1905
2706;23859275;7784;18;2011
2707;22458609;6562;13;2004
2708;14238708;7050;13;2004
2709;20655883;0;6;2003
2710;18522411;0;8;2006
2711;15643609;0;9;1993
2712;15700947;72698;8;2016
2713;24731845;0;8;2015
2714;22254610;0;7;1980
2715;14403354;0;13;1912
2218;28694448;3871;6;2009
2222;16991370;10656;10;1974
2235;28095518;12219;11;1979
2238;24496448;9400;11;1977
2240;19979914;66660;10;1976
2247;21321993;4385;10;2005
2256;10668227;4751;12;1992
2257;9661810;6530;15;1978
2258;26313595;0;8;1988
2265;18097120;503;14;
2268;18750563;23347;16;2010
2716;19754091;7476;11;2017
2717;16257086;3509;9;1890
2718;11253474;8823;10;1967
2719;14039559;6158;15;1870
2720;15254321;7866;14;1989
2721;22564737;7800;9;1920
2722;19880180;9517;10;2002
2723;24354221;7555;8;2014
2724;14410884;6650;8;2006
2725;10226939;9288;11;2010
2726;28085983;448;9;2008
2727;27295701;8986;12;1974
2728;9067005;7382;15;1947
2729;16454531;0;5;2016
2730;18499938;7249;15;1978
2731;28766774;111922;12;1964
2732;19865645;0;10;1987
2733;26112264;5081;7;2016
2734;18179868;9320;12;2008
2735;27419947;39999;12;1953
2736;18314142;23393;5;
2737;13664605;6723;12;1999
2738;11324578;23109;8;1977
2739;18106266;4133;9;1970
2740;22694357;8652;12;2013
2741;12499377;7153;12;1978
2742;10619959;12399;7;1984
2743;20548001;8400;10;1975
2744;16805402;32326;13;1990
2745;20089128;15924;9;1945
2746;19717687;12055;8;1992
2747;18207496;0;8;2012
2748;16215124;26618;12;1997
2749;21877097;58800;5;1985
2750;14442747;6026;16;1962
2751;18013237;5650;9;1946
2752;20234652;72861;9;1989
2753;15655872;7500;12;1954
2754;20162947;5123;9;1962
2755;27366036;35338;7;2001
2756;27574673;32292;8;1964
2757;21243634;20578;19;1908
2758;10235045;3229;7;2011
2759;14673125;7462;12;1925
2760;17350836;0;6;
2761;19697810;0;6;
2762;21594102;7200;8;2017
2763;21152002;110401;9;2004
2764;23526823;13929;20;1979
2765;10636385;5280;10;1959
2766;23561890;0;6;
2767;19901929;7159;11;1978
2768;20464232;19009;13;1979
2769;11286654;3937;7;2019
2770;11715296;47314;8;1970
2771;15083070;10993;13;1966
2772;24061366;9178;12;1978
2773;20319852;7149;13;1972
2774;28917477;13864;9;1980
2775;26474701;43056;5;1981
2776;12520156;4857;12;2015
2777;27126142;19968;9;1987
2778;24142357;4753;3;1999
2779;12334937;10327;8;1952
2780;15297551;31789;7;1974
2781;25321060;19395;6;1970
2782;21563041;0;6;2012
2783;23027636;6150;6;2014
2784;25165329;252952;13;2018
2785;25744358;0;6;
2786;13951546;0;6;
2787;16572684;34284;11;1940
2788;12235721;5748;11;1961
2789;9299582;0;6;
2790;18417261;2970;8;1995
2791;18455521;10670;15;2006
2792;19593938;19199;9;1980
2793;12479047;14850;14;2007
2794;23000538;7520;;1910
2795;28820167;12250;7;
1778;11215328;6435;22;1954
1779;24937392;10079;;1962
1780;25453384;5465;;
1781;15293752;9000;;2007
1782;10955892;89007;12;2018
1783;13184666;6313;9;1967
1784;25705691;8965;15;1920
1785;9962190;5986;;1953
1786;10379335;5450;12;
1787;13513621;6236;;1920
1788;25556954;4973;;1947
1789;27398338;32532;16;1993
1790;13170349;2710;;1956
1791;20286813;11298;;1977
1792;24324505;5000;;1953
1793;12125141;14266;;1989
1794;21959843;5030;;1964
1795;21260596;3630;;1880
1796;9983464;9840;;
1797;19977794;10750;30;1930
1798;23785759;20000;16;1985
1799;18055909;28040;;
1800;15289630;11865;;1955
1801;11476312;5000;;1947
1802;13701798;4356;;1930
1803;10658014;9369;35;1997
1804;22662950;5808;;1939
2798;15892346;13890;;1997
2799;18907816;4050;;1968
2805;21142620;3608;12;1962
2807;18526386;2599;;1924
2812;13629567;57373;;1976
2814;28237677;11294;;1994
2815;26683870;4409;;1981
2819;19835769;6000;16;1960
2821;20029551;1700;;1960
2822;13200814;0;;1969
2824;13850169;4499;;1956
2826;28131650;3992;10;1943
2829;14053698;3902;;1956
2830;10043184;3112;;1958
2831;14670321;0;6;1977
2832;14051815;3132;7;1950
2833;16777570;0;;1961
2834;27543495;5755;;1991
2835;17181550;2421;;1957
2836;23138206;5850;17;1950
2796;14155478;2100;7;1938
2797;9252492;2816;;1910
2800;12801865;2520;;1910
2801;10879405;2500;11;1924
2802;16655085;2500;12;1904
2803;19157810;5040;;1910
2804;21725136;3673;20;1974
2806;17208995;2610;5;1910
2808;16316498;2520;;1910
2809;18100543;2125;5;1947
2810;20268569;2475;9;1957
2811;18509879;3375;;1900
2813;26923424;1456;15;1910
2816;16504118;0;;1960
2817;26577857;4001;20;1968
2818;25049002;0;;1955
2820;23446206;2919;;1948
2823;27993932;5352;9;1951
2825;27671368;6525;7;1930
2827;21287858;2812;;1885
2828;23147291;1400;;1885
2837;24715641;47890;10;1970
2838;9295497;8550;8;1914
2839;25796225;50184;11;
2840;27755308;0;13;1920
2841;16412649;468;9;1900
2842;21397586;40000;5;1998
2843;21193557;8980;11;1925
2844;23569406;6500;9;1943
2845;16382436;61558;4;1975
2846;12672351;53820;4;2003
2847;16246612;5000;7;1978
2848;18440125;0;4;1969
2849;14151679;53820;11;
2850;21461486;1958;9;
2851;27928576;7930;4;1965
2852;16928684;33000;5;1988
2853;21135212;0;6;1976
2854;27291534;28425;13;
2855;10782736;11694;9;1943
2856;15277020;32532;16;1993
2857;18936598;31240;4;1980
2858;24560705;33001;5;2009
2859;21822075;5000;9;
2860;14074990;6160;8;1900
2861;12612344;9381;11;
2862;12484484;4000;9;1940
2863;23270495;1452;10;1976
2864;26635304;4493;6;1951
2865;9025225;11233;7;1890
2866;28849147;8000;7;1947
2867;13972625;33000;11;1993
2868;22466323;8948;8;1900
2869;19452014;3645;9;
2870;15151277;7663;12;
2871;26259164;0;6;1975
2872;21034380;12743;16;1953
2873;18321223;50289;7;1948
2874;25510998;11146;4;1970
2875;13229599;779;8;1945
2876;25816529;43040;10;1996
2877;28953441;8427;10;1950
2878;19289342;7300;12;1946
2879;23965365;7208;11;1937
2880;17300700;18512;10;1985
2881;12130146;7850;10;1960
2882;11323767;15240;13;
2883;25360222;10671;9;1936
2884;22333579;50000;5;1987
2885;10269681;5335;7;1880
2886;25267439;5695;7;1942
2887;20311493;19999;8;1981
2888;13966501;4857;8;1870
2889;26889579;9480;5;1968
2890;13465916;4220;10;1880
2891;16672909;6747;9;
2892;9535205;10879;10;1957
2893;23775775;11300;6;
2894;12224461;10736;8;1968
2895;26222831;11714;16;1940
2896;10610211;0;12;1995
2897;15050983;5950;10;1973
2898;24368881;10352;13;1947
2899;25363978;32037;12;1974
2900;20768560;11995;9;1880
2901;26037376;39650;9;1995
2903;20422181;3828;14;
2907;21769172;34337;11;
2908;17202463;51659;15;1907
2910;16073175;51643;9;
2916;27278870;8073;13;1910
2919;20486276;30000;9;1978
2922;14051177;32292;8;1991
2923;21511307;5350;10;1945
2924;27562336;5020;10;
2926;28210788;50170;14;1956
2927;28328954;6423;11;1920
2930;20408166;5000;9;1969
2932;14406415;9239;13;1910
2935;13801477;14335;10;1978
2937;25233110;51891;8;1940
2940;14358457;7350;11;1981
2942;28368470;11447;14;1967
2943;13143459;9500;11;1978
2944;12573774;24143;12;
2949;27096034;29561;13;1950
